author;term;termCount;totalTerms;articleCount;totalArticles;termPercent;inverseDocumentFrequency;criterion
MartinWolk;resulted;3;20617;3;50;0.015;4.017;0.058
MartinWolk;pay;13;20617;8;50;0.063;1.941;0.122
MartinWolk;civil;3;20617;2;50;0.015;3.124;0.045
MartinWolk;sell;5;20617;5;50;0.024;2.001;0.049
MartinWolk;competitive;6;20617;6;50;0.029;2.356;0.069
MartinWolk;essential;3;20617;3;50;0.015;4.11;0.06
MartinWolk;operations;7;20617;6;50;0.034;1.919;0.065
MartinWolk;including;31;20617;25;50;0.15;1.527;0.23
MartinWolk;panel;3;20617;3;50;0.015;3.619;0.053
MartinWolk;hurt;3;20617;3;50;0.015;3.347;0.049
MartinWolk;market;70;20617;29;50;0.34;0.662;0.225
MartinWolk;agreed;7;20617;6;50;0.034;1.978;0.067
MartinWolk;settle;3;20617;2;50;0.015;4.423;0.064
MartinWolk;stock;60;20617;24;50;0.291;1.238;0.36
MartinWolk;price;30;20617;15;50;0.146;1.396;0.203
MartinWolk;class;6;20617;6;50;0.029;3.417;0.099
MartinWolk;home;5;20617;3;50;0.024;2.165;0.052
MartinWolk;developed;4;20617;4;50;0.019;3.313;0.064
MartinWolk;oregon;3;20617;3;50;0.015;5.878;0.086
MartinWolk;washington;18;20617;9;50;0.087;2.677;0.234
MartinWolk;states;6;20617;6;50;0.029;1.557;0.045
MartinWolk;major;24;20617;16;50;0.116;1.282;0.149
MartinWolk;cloud;3;20617;3;50;0.015;4.78;0.07
MartinWolk;ouster;3;20617;2;50;0.015;7.131;0.104
MartinWolk;longtime;6;20617;4;50;0.029;5.878;0.171
MartinWolk;chief;32;20617;19;50;0.155;1.185;0.184
MartinWolk;executive;24;20617;15;50;0.116;1.287;0.15
MartinWolk;harry;3;20617;3;50;0.015;5.051;0.074
MartinWolk;trying;6;20617;6;50;0.029;2.551;0.074
MartinWolk;things;5;20617;5;50;0.024;2.62;0.064
MartinWolk;moving;4;20617;4;50;0.019;2.941;0.057
MartinWolk;forward;6;20617;4;50;0.029;2.813;0.082
MartinWolk;seattle;24;20617;18;50;0.116;4.605;0.536
MartinWolk;software;50;20617;20;50;0.243;2.688;0.652
MartinWolk;tuesday;14;20617;12;50;0.068;1.303;0.089
MartinWolk;launched;13;20617;13;50;0.063;2.671;0.168
MartinWolk;product;13;20617;8;50;0.063;2.303;0.145
MartinWolk;internet;44;20617;11;50;0.213;2.421;0.517
MartinWolk;problems;5;20617;5;50;0.024;2.204;0.053
MartinWolk;information;9;20617;5;50;0.044;2.335;0.102
MartinWolk;intermind;4;20617;1;50;0.019;7.131;0.138
MartinWolk;formed;4;20617;4;50;0.019;3.115;0.06
MartinWolk;little;20;20617;16;50;0.097;1.995;0.194
MartinWolk;ago;16;20617;13;50;0.078;1.721;0.134
MartinWolk;microsoft;159;20617;22;50;0.771;2.972;2.292
MartinWolk;allowed;3;20617;3;50;0.015;2.637;0.038
MartinWolk;users;22;20617;9;50;0.107;3.189;0.34
MartinWolk;wide;10;20617;6;50;0.049;2.682;0.13
MartinWolk;web;5;20617;2;50;0.024;3.576;0.087
MartinWolk;use;19;20617;15;50;0.092;1.805;0.166
MartinWolk;program;10;20617;6;50;0.049;4.16;0.202
MartinWolk;example;4;20617;4;50;0.019;3.115;0.06
MartinWolk;popular;6;20617;6;50;0.029;3.012;0.088
MartinWolk;site;4;20617;2;50;0.019;3.417;0.066
MartinWolk;message;4;20617;3;50;0.019;4.241;0.082
MartinWolk;similar;3;20617;3;50;0.015;2.755;0.04
MartinWolk;electronic;8;20617;5;50;0.039;3.249;0.126
MartinWolk;mail;6;20617;4;50;0.029;3.561;0.104
MartinWolk;time;15;20617;13;50;0.073;1.134;0.083
MartinWolk;new;135;20617;38;50;0.655;0.527;0.345
MartinWolk;available;12;20617;9;50;0.058;2.36;0.137
MartinWolk;user;4;20617;3;50;0.019;4.566;0.089
MartinWolk;directly;3;20617;3;50;0.015;3.358;0.049
MartinWolk;president;22;20617;20;50;0.107;1.355;0.145
MartinWolk;david;8;20617;7;50;0.039;2.536;0.098
MartinWolk;arnold;3;20617;1;50;0.015;5.878;0.086
MartinWolk;news;22;20617;13;50;0.107;1.454;0.155
MartinWolk;systems;20;20617;17;50;0.097;2.417;0.234
MartinWolk;consumers;15;20617;9;50;0.073;2.648;0.193
MartinWolk;technology;6;20617;4;50;0.029;2.144;0.062
MartinWolk;companies;21;20617;12;50;0.102;1.098;0.112
MartinWolk;retailers;3;20617;3;50;0.015;3.974;0.058
MartinWolk;customers;23;20617;15;50;0.112;2.01;0.224
MartinWolk;frequent;3;20617;3;50;0.015;4.241;0.062
MartinWolk;sales;80;20617;23;50;0.388;1.555;0.603
MartinWolk;categories;5;20617;3;50;0.024;4.566;0.111
MartinWolk;easily;5;20617;5;50;0.024;3.665;0.089
MartinWolk;place;4;20617;4;50;0.019;2.154;0.042
MartinWolk;order;28;20617;10;50;0.136;2.572;0.349
MartinWolk;high;32;20617;24;50;0.155;1.295;0.201
MartinWolk;like;10;20617;8;50;0.049;1.594;0.077
MartinWolk;apple;10;20617;5;50;0.049;3.892;0.189
MartinWolk;computer;46;20617;21;50;0.223;2.252;0.502
MartinWolk;technical;6;20617;6;50;0.029;3.381;0.098
MartinWolk;products;18;20617;14;50;0.087;1.774;0.155
MartinWolk;industry;55;20617;31;50;0.267;1.038;0.277
MartinWolk;newsletter;3;20617;3;50;0.015;5.185;0.075
MartinWolk;officials;37;20617;16;50;0.179;1.592;0.286
MartinWolk;hoped;4;20617;4;50;0.019;3.161;0.061
MartinWolk;free;7;20617;5;50;0.034;2.521;0.086
MartinWolk;commercial;42;20617;18;50;0.204;2.491;0.508
MartinWolk;end;24;20617;18;50;0.116;1.191;0.139
MartinWolk;fee;5;20617;5;50;0.024;3.953;0.096
MartinWolk;revenue;26;20617;14;50;0.126;2.521;0.318
MartinWolk;generated;3;20617;3;50;0.015;4.086;0.059
MartinWolk;subscribers;7;20617;3;50;0.034;3.781;0.128
MartinWolk;reached;4;20617;4;50;0.019;2.631;0.051
MartinWolk;strong;24;20617;12;50;0.116;1.5;0.175
MartinWolk;declined;6;20617;6;50;0.029;1.83;0.053
MartinWolk;investors;17;20617;10;50;0.082;1.749;0.144
MartinWolk;confirmed;9;20617;8;50;0.044;2.926;0.128
MartinWolk;published;5;20617;5;50;0.024;3.302;0.08
MartinWolk;reports;5;20617;3;50;0.024;2.768;0.067
MartinWolk;windows;88;20617;20;50;0.427;3.347;1.428
MartinWolk;week;20;20617;17;50;0.097;1.245;0.121
MartinWolk;versions;15;20617;9;50;0.073;3.974;0.289
MartinWolk;far;17;20617;16;50;0.082;1.73;0.143
MartinWolk;provide;4;20617;4;50;0.019;2.348;0.046
MartinWolk;set;7;20617;6;50;0.034;1.452;0.049
MartinWolk;need;8;20617;7;50;0.039;2.049;0.08
MartinWolk;server;5;20617;5;50;0.024;4.328;0.105
MartinWolk;declaring;4;20617;4;50;0.019;4.991;0.097
MartinWolk;belief;4;20617;2;50;0.019;4.646;0.09
MartinWolk;mass;5;20617;3;50;0.024;3.455;0.084
MartinWolk;medium;4;20617;2;50;0.019;3.48;0.068
MartinWolk;thursday;12;20617;12;50;0.058;1.498;0.087
MartinWolk;unveiled;4;20617;4;50;0.019;3.17;0.062
MartinWolk;version;22;20617;16;50;0.107;3.455;0.369
MartinWolk;msn;16;20617;2;50;0.078;6.438;0.5
MartinWolk;online;25;20617;3;50;0.121;3.455;0.419
MartinWolk;heavy;5;20617;4;50;0.024;2.477;0.06
MartinWolk;entertainment;5;20617;3;50;0.024;3.781;0.092
MartinWolk;programming;5;20617;3;50;0.024;3.932;0.095
MartinWolk;despite;15;20617;12;50;0.073;1.916;0.139
MartinWolk;make;23;20617;18;50;0.112;1.317;0.147
MartinWolk;video;4;20617;4;50;0.019;3.665;0.071
MartinWolk;programs;4;20617;2;50;0.019;4.186;0.081
MartinWolk;daily;4;20617;2;50;0.019;2.972;0.058
MartinWolk;television;4;20617;2;50;0.019;2.482;0.048
MartinWolk;shows;7;20617;5;50;0.034;3.576;0.121
MartinWolk;core;9;20617;7;50;0.044;2.957;0.129
MartinWolk;channels;7;20617;3;50;0.034;4.16;0.141
MartinWolk;specific;3;20617;3;50;0.015;3.249;0.047
MartinWolk;told;12;20617;10;50;0.058;0.924;0.054
MartinWolk;double;5;20617;5;50;0.024;2.897;0.07
MartinWolk;figure;9;20617;7;50;0.044;2.926;0.128
MartinWolk;mid;5;20617;5;50;0.024;2.377;0.058
MartinWolk;leader;5;20617;5;50;0.024;2.154;0.052
MartinWolk;america;9;20617;5;50;0.044;2.323;0.101
MartinWolk;large;13;20617;13;50;0.063;2.022;0.127
MartinWolk;marketing;7;20617;7;50;0.034;2.256;0.077
MartinWolk;campaign;4;20617;2;50;0.019;2.84;0.055
MartinWolk;older;9;20617;7;50;0.044;4.04;0.176
MartinWolk;broader;3;20617;3;50;0.015;4.04;0.059
MartinWolk;selection;3;20617;3;50;0.015;3.764;0.055
MartinWolk;content;6;20617;3;50;0.029;3.665;0.107
MartinWolk;aol;4;20617;2;50;0.019;5.116;0.099
MartinWolk;criticism;3;20617;3;50;0.015;3.442;0.05
MartinWolk;august;6;20617;6;50;0.029;2.352;0.068
MartinWolk;immediately;10;20617;4;50;0.049;3.161;0.153
MartinWolk;rapid;4;20617;4;50;0.019;3.73;0.072
MartinWolk;probably;10;20617;9;50;0.049;2.412;0.117
MartinWolk;worst;4;20617;4;50;0.019;4.04;0.078
MartinWolk;terms;4;20617;4;50;0.019;2.182;0.042
MartinWolk;vice;9;20617;6;50;0.044;2.154;0.094
MartinWolk;noted;11;20617;11;50;0.053;2.631;0.14
MartinWolk;month;19;20617;12;50;0.092;1.378;0.127
MartinWolk;virtually;8;20617;7;50;0.039;3.52;0.137
MartinWolk;delayed;3;20617;3;50;0.015;3.747;0.055
MartinWolk;bills;4;20617;4;50;0.019;3.932;0.076
MartinWolk;begin;3;20617;3;50;0.015;2.934;0.043
MartinWolk;print;3;20617;3;50;0.015;5.185;0.075
MartinWolk;followed;3;20617;3;50;0.015;2.847;0.041
MartinWolk;beginning;12;20617;12;50;0.058;3.088;0.18
MartinWolk;early;18;20617;16;50;0.087;1.464;0.128
MartinWolk;launches;3;20617;3;50;0.015;4.528;0.066
MartinWolk;announced;25;20617;17;50;0.121;1.657;0.201
MartinWolk;pricing;3;20617;2;50;0.015;3.455;0.05
MartinWolk;scheme;3;20617;3;50;0.015;3.873;0.056
MartinWolk;offer;11;20617;7;50;0.053;1.894;0.101
MartinWolk;unlimited;3;20617;2;50;0.015;4.828;0.07
MartinWolk;access;6;20617;4;50;0.029;2.491;0.073
MartinWolk;instead;7;20617;7;50;0.034;2.665;0.09
MartinWolk;hours;10;20617;5;50;0.049;3.004;0.146
MartinWolk;current;27;20617;22;50;0.131;1.737;0.228
MartinWolk;minimum;3;20617;3;50;0.015;3.634;0.053
MartinWolk;rise;19;20617;17;50;0.092;1.887;0.174
MartinWolk;line;10;20617;10;50;0.049;1.902;0.092
MartinWolk;rival;14;20617;13;50;0.068;2.26;0.153
MartinWolk;services;6;20617;4;50;0.029;1.765;0.051
MartinWolk;analysts;103;20617;33;50;0.5;0.863;0.431
MartinWolk;force;10;20617;7;50;0.049;2.706;0.131
MartinWolk;follow;5;20617;5;50;0.024;3.381;0.082
MartinWolk;suit;4;20617;4;50;0.019;3.995;0.078
MartinWolk;package;7;20617;5;50;0.034;3.442;0.117
MartinWolk;currently;11;20617;10;50;0.053;2.134;0.114
MartinWolk;offers;4;20617;3;50;0.019;3.004;0.058
MartinWolk;readerman;4;20617;4;50;0.019;6.438;0.125
MartinWolk;montgomery;4;20617;4;50;0.019;4.646;0.09
MartinWolk;securities;30;20617;24;50;0.146;2.004;0.292
MartinWolk;advantage;4;20617;4;50;0.019;3.151;0.061
MartinWolk;hugely;4;20617;4;50;0.019;5.339;0.104
MartinWolk;profitable;12;20617;8;50;0.058;2.813;0.164
MartinWolk;desktop;6;20617;5;50;0.029;4.328;0.126
MartinWolk;rivals;6;20617;4;50;0.029;2.926;0.085
MartinWolk;billion;115;20617;33;50;0.558;0.842;0.47
MartinWolk;cash;11;20617;9;50;0.053;1.958;0.104
MartinWolk;gives;3;20617;3;50;0.015;3.381;0.049
MartinWolk;financial;19;20617;16;50;0.092;1.386;0.128
MartinWolk;strength;9;20617;8;50;0.044;3.004;0.131
MartinWolk;term;12;20617;11;50;0.058;1.905;0.111
MartinWolk;investment;4;20617;4;50;0.019;1.688;0.033
MartinWolk;doing;5;20617;4;50;0.024;2.807;0.068
MartinWolk;ended;26;20617;19;50;0.126;2.196;0.277
MartinWolk;cents;44;20617;18;50;0.213;2.303;0.491
MartinWolk;nasdaq;12;20617;10;50;0.058;3.302;0.192
MartinWolk;fell;13;20617;13;50;0.063;2.175;0.137
MartinWolk;york;13;20617;11;50;0.063;1.897;0.12
MartinWolk;exchange;9;20617;9;50;0.044;1.758;0.077
MartinWolk;relaunched;3;20617;3;50;0.015;6.215;0.09
MartinWolk;browser;16;20617;8;50;0.078;4.328;0.336
MartinWolk;dominated;3;20617;3;50;0.015;3.697;0.054
MartinWolk;promotional;4;20617;4;50;0.019;4.78;0.093
MartinWolk;children;17;20617;5;50;0.082;3.713;0.306
MartinWolk;leads;4;20617;2;50;0.019;4.934;0.096
MartinWolk;partners;8;20617;4;50;0.039;2.768;0.107
MartinWolk;msnbc;6;20617;4;50;0.029;5.745;0.167
MartinWolk;interactive;6;20617;4;50;0.029;4.566;0.133
MartinWolk;type;3;20617;3;50;0.015;3.665;0.053
MartinWolk;includes;7;20617;7;50;0.034;3.037;0.103
MartinWolk;areas;5;20617;5;50;0.024;2.491;0.06
MartinWolk;explorer;8;20617;4;50;0.039;4.934;0.191
MartinWolk;say;26;20617;18;50;0.126;1.446;0.182
MartinWolk;plans;29;20617;21;50;0.141;1.478;0.208
MartinWolk;produce;7;20617;5;50;0.034;2.996;0.102
MartinWolk;used;12;20617;8;50;0.058;1.998;0.116
MartinWolk;tens;3;20617;3;50;0.015;4.11;0.06
MartinWolk;millions;3;20617;3;50;0.015;3.229;0.047
MartinWolk;owners;3;20617;3;50;0.015;3.974;0.058
MartinWolk;features;5;20617;3;50;0.024;3.713;0.09
MartinWolk;consumer;4;20617;2;50;0.019;2.248;0.044
MartinWolk;travel;4;20617;4;50;0.019;3.799;0.074
MartinWolk;cost;16;20617;13;50;0.078;1.697;0.132
MartinWolk;senior;3;20617;3;50;0.015;2.124;0.031
MartinWolk;media;5;20617;4;50;0.024;2.241;0.054
MartinWolk;broad;7;20617;6;50;0.034;3.576;0.121
MartinWolk;driven;9;20617;8;50;0.044;3.73;0.163
MartinWolk;estimates;11;20617;8;50;0.053;2.677;0.143
MartinWolk;nation;13;20617;12;50;0.063;2.551;0.161
MartinWolk;obstacles;3;20617;3;50;0.015;4.39;0.064
MartinWolk;programmes;4;20617;2;50;0.019;3.681;0.071
MartinWolk;centre;3;20617;3;50;0.015;2.615;0.038
MartinWolk;compelling;4;20617;3;50;0.019;4.934;0.096
MartinWolk;reasons;4;20617;3;50;0.019;3.835;0.074
MartinWolk;today;5;20617;5;50;0.024;2.582;0.063
MartinWolk;introduction;6;20617;6;50;0.029;4.04;0.118
MartinWolk;fallen;5;20617;4;50;0.024;3.393;0.082
MartinWolk;short;7;20617;5;50;0.034;2.369;0.08
MartinWolk;expectations;12;20617;11;50;0.058;2.577;0.15
MartinWolk;giant;21;20617;20;50;0.102;2.179;0.222
MartinWolk;sold;9;20617;9;50;0.044;2.482;0.108
MartinWolk;making;3;20617;3;50;0.015;2.037;0.03
MartinWolk;fastest;3;20617;3;50;0.015;4.135;0.06
MartinWolk;selling;9;20617;8;50;0.044;2.426;0.106
MartinWolk;aug;3;20617;3;50;0.015;4.828;0.07
MartinWolk;launch;28;20617;19;50;0.136;2.588;0.351
MartinWolk;stores;7;20617;4;50;0.034;3.26;0.111
MartinWolk;lines;4;20617;4;50;0.019;2.988;0.058
MartinWolk;redmond;6;20617;6;50;0.029;5.259;0.153
MartinWolk;wash;6;20617;6;50;0.029;5.116;0.149
MartinWolk;included;4;20617;4;50;0.019;2.794;0.054
MartinWolk;buying;7;20617;7;50;0.034;2.348;0.08
MartinWolk;times;8;20617;8;50;0.039;2.421;0.094
MartinWolk;building;5;20617;4;50;0.024;2.364;0.057
MartinWolk;delivered;12;20617;8;50;0.058;3.665;0.213
MartinWolk;late;9;20617;8;50;0.044;1.889;0.082
MartinWolk;potential;6;20617;6;50;0.029;2.117;0.062
MartinWolk;mixed;4;20617;4;50;0.019;3.835;0.074
MartinWolk;didn;3;20617;3;50;0.015;3.59;0.052
MartinWolk;rob;7;20617;7;50;0.034;5.259;0.179
MartinWolk;enderle;3;20617;2;50;0.015;7.131;0.104
MartinWolk;analyst;55;20617;30;50;0.267;1.081;0.288
MartinWolk;group;20;20617;14;50;0.097;0.972;0.094
MartinWolk;boost;6;20617;6;50;0.029;2.196;0.064
MartinWolk;disappointed;4;20617;3;50;0.019;3.507;0.068
MartinWolk;brief;3;20617;3;50;0.015;4.017;0.058
MartinWolk;somewhat;3;20617;3;50;0.015;4.269;0.062
MartinWolk;scott;14;20617;13;50;0.068;3.817;0.259
MartinWolk;winkler;4;20617;2;50;0.019;6.032;0.117
MartinWolk;gartner;3;20617;3;50;0.015;5.521;0.08
MartinWolk;hasn;3;20617;2;50;0.015;4.423;0.064
MartinWolk;impact;3;20617;2;50;0.015;2.506;0.036
MartinWolk;just;37;20617;19;50;0.179;1.437;0.258
MartinWolk;huge;8;20617;7;50;0.039;2.256;0.088
MartinWolk;looking;4;20617;4;50;0.019;2.107;0.041
MartinWolk;bullish;4;20617;4;50;0.019;3.817;0.074
MartinWolk;results;13;20617;12;50;0.063;1.825;0.115
MartinWolk;retail;8;20617;8;50;0.039;2.834;0.11
MartinWolk;projections;4;20617;4;50;0.019;4.457;0.086
MartinWolk;shareholders;7;20617;5;50;0.034;2.068;0.07
MartinWolk;failed;4;20617;4;50;0.019;2.712;0.053
MartinWolk;meet;8;20617;7;50;0.039;2.421;0.094
MartinWolk;saw;8;20617;6;50;0.039;2.491;0.097
MartinWolk;crucial;5;20617;5;50;0.024;3.43;0.083
MartinWolk;holiday;5;20617;5;50;0.024;3.534;0.086
MartinWolk;season;3;20617;3;50;0.015;2.996;0.044
MartinWolk;suffer;5;20617;3;50;0.024;4.16;0.101
MartinWolk;store;8;20617;5;50;0.039;3.455;0.134
MartinWolk;shelves;4;20617;4;50;0.019;5.339;0.104
MartinWolk;boxes;3;20617;3;50;0.015;5.051;0.074
MartinWolk;space;22;20617;11;50;0.107;3.43;0.366
MartinWolk;stephens;3;20617;3;50;0.015;4.991;0.073
MartinWolk;data;4;20617;4;50;0.019;2.556;0.05
MartinWolk;office;46;20617;16;50;0.223;2.311;0.516
MartinWolk;upgrade;24;20617;11;50;0.116;4.086;0.476
MartinWolk;percent;121;20617;42;50;0.587;0.503;0.295
MartinWolk;record;15;20617;11;50;0.073;2.117;0.154
MartinWolk;figures;4;20617;4;50;0.019;2.352;0.046
MartinWolk;estimate;8;20617;7;50;0.039;3.18;0.123
MartinWolk;installed;3;20617;3;50;0.015;4.646;0.068
MartinWolk;base;5;20617;5;50;0.024;2.536;0.061
MartinWolk;computers;15;20617;7;50;0.073;3.053;0.222
MartinWolk;worldwide;4;20617;4;50;0.019;2.755;0.053
MartinWolk;higher;9;20617;7;50;0.044;1.663;0.073
MartinWolk;better;15;20617;13;50;0.073;1.845;0.134
MartinWolk;job;3;20617;3;50;0.015;2.706;0.039
MartinWolk;demand;11;20617;11;50;0.053;2.127;0.113
MartinWolk;support;4;20617;4;50;0.019;2.327;0.045
MartinWolk;corporate;16;20617;11;50;0.078;2.39;0.186
MartinWolk;slow;6;20617;5;50;0.029;3.062;0.089
MartinWolk;weeks;4;20617;3;50;0.019;2.323;0.045
MartinWolk;sent;4;20617;4;50;0.019;3.097;0.06
MartinWolk;lot;12;20617;10;50;0.058;2.165;0.126
MartinWolk;began;11;20617;9;50;0.053;2.551;0.136
MartinWolk;believe;5;20617;3;50;0.024;2.435;0.059
MartinWolk;small;5;20617;5;50;0.024;2.11;0.051
MartinWolk;proportion;3;20617;3;50;0.015;4.16;0.061
MartinWolk;added;3;20617;3;50;0.015;1.269;0.018
MartinWolk;costs;14;20617;13;50;0.068;1.853;0.126
MartinWolk;needed;3;20617;3;50;0.015;2.43;0.035
MartinWolk;fast;6;20617;6;50;0.029;2.82;0.082
MartinWolk;change;5;20617;4;50;0.024;2.175;0.053
MartinWolk;report;14;20617;7;50;0.068;2.019;0.137
MartinWolk;slowdown;7;20617;7;50;0.034;4.358;0.148
MartinWolk;largely;3;20617;3;50;0.015;3.028;0.044
MartinWolk;surge;4;20617;3;50;0.019;3.73;0.072
MartinWolk;average;10;20617;9;50;0.049;2.369;0.115
MartinWolk;expect;11;20617;11;50;0.053;1.949;0.104
MartinWolk;post;4;20617;3;50;0.019;2.421;0.047
MartinWolk;fiscal;46;20617;17;50;0.223;2.875;0.642
MartinWolk;according;12;20617;10;50;0.058;2.022;0.118
MartinWolk;tracks;4;20617;4;50;0.019;4.16;0.081
MartinWolk;predictions;3;20617;3;50;0.015;4.328;0.063
MartinWolk;reported;23;20617;16;50;0.112;1.717;0.192
MartinWolk;net;17;20617;13;50;0.082;2.046;0.169
MartinWolk;income;16;20617;12;50;0.078;2.604;0.202
MartinWolk;revenues;49;20617;17;50;0.238;2.299;0.546
MartinWolk;range;9;20617;5;50;0.044;2.343;0.102
MartinWolk;period;12;20617;9;50;0.058;2.211;0.129
MartinWolk;sept;7;20617;5;50;0.034;3.854;0.131
MartinWolk;rate;5;20617;4;50;0.024;2.279;0.055
MartinWolk;healthy;4;20617;4;50;0.019;3.73;0.072
MartinWolk;slightly;10;20617;10;50;0.049;2.861;0.139
MartinWolk;june;9;20617;8;50;0.044;1.83;0.08
MartinWolk;difficult;9;20617;9;50;0.044;2.496;0.109
MartinWolk;comparisons;9;20617;6;50;0.044;4.733;0.207
MartinWolk;grew;6;20617;4;50;0.029;3.48;0.101
MartinWolk;tough;18;20617;12;50;0.087;2.84;0.248
MartinWolk;comparison;7;20617;7;50;0.034;4.39;0.149
MartinWolk;september;7;20617;6;50;0.034;1.952;0.066
MartinWolk;initial;8;20617;8;50;0.039;2.949;0.114
MartinWolk;release;14;20617;10;50;0.068;2.941;0.2
MartinWolk;chris;5;20617;5;50;0.024;3.115;0.076
MartinWolk;galvin;5;20617;5;50;0.024;6.215;0.151
MartinWolk;hambrecht;7;20617;7;50;0.034;4.991;0.169
MartinWolk;quist;7;20617;7;50;0.034;5.051;0.172
MartinWolk;continuing;4;20617;4;50;0.019;3.045;0.059
MartinWolk;rising;6;20617;3;50;0.029;2.73;0.079
MartinWolk;personal;15;20617;10;50;0.073;2.582;0.188
MartinWolk;increasing;13;20617;7;50;0.063;2.781;0.175
MartinWolk;penetration;4;20617;4;50;0.019;5.116;0.099
MartinWolk;lucrative;7;20617;7;50;0.034;3.73;0.127
MartinWolk;profit;4;20617;4;50;0.019;1.638;0.032
MartinWolk;margins;3;20617;3;50;0.015;2.861;0.042
MartinWolk;growing;16;20617;13;50;0.078;2.059;0.16
MartinWolk;licenses;4;20617;3;50;0.019;4.991;0.097
MartinWolk;shrink;4;20617;4;50;0.019;5.185;0.101
MartinWolk;gain;3;20617;3;50;0.015;2.62;0.038
MartinWolk;momentum;5;20617;5;50;0.024;3.932;0.095
MartinWolk;recently;4;20617;4;50;0.019;2.207;0.043
MartinWolk;wins;4;20617;4;50;0.019;4.528;0.088
MartinWolk;acceptance;8;20617;8;50;0.039;4.269;0.166
MartinWolk;rolls;4;20617;4;50;0.019;5.745;0.111
MartinWolk;december;15;20617;11;50;0.073;2.053;0.149
MartinWolk;think;28;20617;22;50;0.136;1.341;0.182
MartinWolk;really;6;20617;6;50;0.029;2.382;0.069
MartinWolk;start;4;20617;3;50;0.019;2.11;0.041
MartinWolk;mcadams;12;20617;10;50;0.058;5.426;0.316
MartinWolk;ragen;11;20617;11;50;0.053;5.259;0.281
MartinWolk;mackenzie;11;20617;11;50;0.053;5.259;0.281
MartinWolk;powerful;4;20617;4;50;0.019;3.239;0.063
MartinWolk;driver;3;20617;3;50;0.015;4.991;0.073
MartinWolk;wave;5;20617;5;50;0.024;3.799;0.092
MartinWolk;client;3;20617;3;50;0.015;4.605;0.067
MartinWolk;network;12;20617;5;50;0.058;2.295;0.134
MartinWolk;oracle;3;20617;3;50;0.015;4.934;0.072
MartinWolk;larry;3;20617;3;50;0.015;4.934;0.072
MartinWolk;ellison;3;20617;3;50;0.015;6.032;0.088
MartinWolk;sun;6;20617;4;50;0.029;3.467;0.101
MartinWolk;microsystems;4;20617;4;50;0.019;4.063;0.079
MartinWolk;named;4;20617;4;50;0.019;2.964;0.058
MartinWolk;increasingly;4;20617;3;50;0.019;3.012;0.058
MartinWolk;java;4;20617;4;50;0.019;4.733;0.092
MartinWolk;language;3;20617;3;50;0.015;3.953;0.058
MartinWolk;positioned;4;20617;4;50;0.019;4.16;0.081
MartinWolk;alternative;4;20617;4;50;0.019;3.912;0.076
MartinWolk;wintel;4;20617;3;50;0.019;6.032;0.117
MartinWolk;combination;4;20617;4;50;0.019;3.467;0.067
MartinWolk;intel;5;20617;3;50;0.024;3.697;0.09
MartinWolk;processors;3;20617;3;50;0.015;4.689;0.068
MartinWolk;networks;4;20617;4;50;0.019;2.919;0.057
MartinWolk;alternatives;4;20617;3;50;0.019;4.991;0.097
MartinWolk;friday;15;20617;10;50;0.073;1.463;0.106
MartinWolk;trading;17;20617;10;50;0.082;1.642;0.135
MartinWolk;application;3;20617;3;50;0.015;3.854;0.056
MartinWolk;suite;10;20617;6;50;0.049;4.934;0.239
MartinWolk;ending;10;20617;9;50;0.049;3.053;0.148
MartinWolk;levels;10;20617;9;50;0.049;2.339;0.113
MartinWolk;bit;13;20617;9;50;0.063;2.926;0.185
MartinWolk;issue;9;20617;7;50;0.044;1.913;0.084
MartinWolk;sherlund;4;20617;2;50;0.019;7.131;0.138
MartinWolk;goldman;3;20617;3;50;0.015;4.358;0.063
MartinWolk;sachs;3;20617;3;50;0.015;4.423;0.064
MartinWolk;account;9;20617;9;50;0.044;2.774;0.121
MartinWolk;updates;3;20617;3;50;0.015;5.521;0.08
MartinWolk;applications;25;20617;11;50;0.121;3.59;0.435
MartinWolk;unearned;4;20617;4;50;0.019;6.438;0.125
MartinWolk;balance;3;20617;3;50;0.015;3.012;0.044
MartinWolk;sheet;3;20617;3;50;0.015;3.799;0.055
MartinWolk;profits;16;20617;10;50;0.078;1.615;0.125
MartinWolk;latest;17;20617;13;50;0.082;2.36;0.195
MartinWolk;rose;19;20617;13;50;0.092;1.995;0.184
MartinWolk;jumped;8;20617;8;50;0.039;2.84;0.11
MartinWolk;closed;7;20617;6;50;0.034;2.356;0.08
MartinWolk;wall;20;20617;18;50;0.097;2.491;0.242
MartinWolk;street;19;20617;17;50;0.092;2.303;0.212
MartinWolk;consensus;10;20617;4;50;0.049;3.507;0.17
MartinWolk;shares;15;20617;8;50;0.073;1.231;0.09
MartinWolk;earlier;23;20617;13;50;0.112;1.449;0.162
MartinWolk;maffei;4;20617;2;50;0.019;7.131;0.138
MartinWolk;increase;9;20617;7;50;0.044;1.767;0.077
MartinWolk;posted;6;20617;5;50;0.029;2.7;0.079
MartinWolk;history;3;20617;3;50;0.015;3.18;0.046
MartinWolk;reflecting;3;20617;2;50;0.015;3.781;0.055
MartinWolk;margin;4;20617;4;50;0.019;3.764;0.073
MartinWolk;compared;28;20617;16;50;0.136;2.12;0.288
MartinWolk;looks;6;20617;6;50;0.029;3.335;0.097
MartinWolk;come;8;20617;5;50;0.039;1.84;0.071
